Country,Fatal,Year
AUSTRALIA,Y,1914
USA,N,1914
AUSTRALIA,N,1914
USA,N,1913
AUSTRALIA,N,1913
AUSTRALIA,N,1913
USA,Y,1912
USA,N,1912
AUSTRALIA,N,1912
AUSTRALIA,Y,1912
FIJI,Y,1912
SPAIN,Y,1912
AUSTRALIA,N,1911
SOUTH AFRICA,Y,1911
USA,N,1911
AUSTRALIA,N,1911
NEW ZEALAND,Y,1911
AUSTRALIA,N,1910
NEW ZEALAND,N,1910
AUSTRALIA,N,1910
PHILIPPINES,U,1910
AUSTRALIA,N,1909
USA,N,1909
USA,N,1909
USA,U,1909
SOUTH AFRICA,Y,1908
AUSTRALIA,Y,1908
CROATIA,Y,1908
PAPUA NEW GUINEA,Y,1908
AUSTRALIA,Y,1907
USA,N,1907
NEW ZEALAND,Y,1907
AUSTRALIA,Y,1907
VIETNAM,N,1907
USA,N,1906
USA,Y,1906
USA,Y,1906
AUSTRALIA,N,1906
AUSTRALIA,Y,1906
AUSTRALIA,U,1906
AUSTRALIA,Y,1906
SOUTH AFRICA,Y,1906
SOUTH AFRICA,Y,1905
PHILIPPINES,N,1905
USA,Y,1905
SOUTH AFRICA,Y,1905
AUSTRALIA,N,1905
AUSTRALIA,U,1905
AUSTRALIA,U,1905
USA,N,1905
NEW ZEALAND,Y,1904
USA,N,1903
AUSTRALIA,Y,1902
AUSTRALIA,N,1902
AUSTRALIA,N,1901
SOUTH AFRICA,Y,1901
ITALY,U,1901
SOUTH AFRICA,Y,1900
USA,U,1900
AUSTRALIA,N,1899
USA,Y,1899
USA,Y,1899
EGYPT,N,1899
EGYPT,N,1899
EGYPT,N,1899
ITALY,N,1899
AUSTRALIA,U,1899
USA,N,1899
USA,N,1898
MARSHALL ISLANDS,Y,1897
USA,N,1897
AUSTRALIA,N,1896
NEW ZEALAND,Y,1896
USA,Y,1896
AUSTRALIA,Y,1896
AUSTRALIA,Y,1895
USA,N,1895
USA,Y,1895
SOUTH AFRICA,Y,1895
AUSTRALIA,N,1895
AUSTRALIA,Y,1895
USA,N,1894
AUSTRALIA,N,1894
USA,U,1894
AUSTRALIA,N,1892
USA,N,1890
AUSTRALIA,N,1890
USA,N,1889
AUSTRALIA,Y,1888
NEW ZEALAND,N,1888
AUSTRALIA,N,1887
SOUTH AFRICA,Y,1887
USA,N,1886
AUSTRALIA,Y,1886
SOUTH AFRICA,N,1885
AUSTRALIA,Y,1884
AUSTRALIA,Y,1884
AUSTRALIA,Y,1883
AUSTRALIA,Y,1883
NEW ZEALAND,N,1882
USA,U,1881
USA,Y,1881
ITALY,N,1881
AUSTRALIA,Y,1880
USA,N,1880
INDIA,N,1880
INDIA,Y,1880
AUSTRALIA,N,1880
AUSTRALIA,N,1880
INDIA,Y,1879
SPAIN,N,1879
NEW ZEALAND,Y,1879
USA,Y,1879
AUSTRALIA,N,1878
INDONESIA,Y,1878
USA,Y,1878
USA,Y,1878
AUSTRALIA,Y,1878
AUSTRALIA,N,1877
AUSTRALIA,N,1877
AUSTRALIA,N,1877
NEW ZEALAND,Y,1875
AUSTRALIA,N,1874
USA,N,1874
CANADA,N,1874
AUSTRALIA,N,1873
CUBA,N,1873
INDIA,Y,1871
AUSTRALIA,N,1871
INDIA,N,1870
INDIA,N,1870
AUSTRALIA,N,1870
INDIA,N,1870
INDIA,N,1870
AUSTRALIA,N,1870
AUSTRALIA,N,1869
INDIA,Y,1868
NEW ZEALAND,N,1868
USA,N,1865
USA,N,1864
AUSTRALIA,Y,1863
SOUTH AFRICA,U,1863
AUSTRALIA,Y,1863
NEW ZEALAND,N,1862
SPAIN,Y,1862
SPAIN,Y,1862
SPAIN,Y,1862
NEW ZEALAND,Y,1860
BAHAMAS,Y,1860
USA,Y,1859
AUSTRALIA,Y,1858
AUSTRALIA,U,1856
AUSTRALIA,Y,1855
USA,N,1853
USA,Y,1853
USA,N,1853
SOUTH AFRICA,Y,1852
NEW ZEALAND,Y,1852
USA,N,1851
USA,N,1848
GREECE,Y,1847
USA,N,1842
INDIA,Y,1842
USA,Y,1840
CUBA,Y,1839
AUSTRALIA,Y,1837
FRENCH POLYNESIA,Y,1834
USA,Y,1830
SRI LANKA,Y,1817
UNITED KINGDOM,N,1812
USA,Y,1779
CUBA,N,1749
ITALY,Y,1721
